tract_id,COUNTY,svi,population,lat,lon,flood_days,nearest_station,elevation_m,infra_count,storm_count,river_dist_mi,low_lying_norm,flood_days_norm,stormwater_norm,riverine_norm,compound_flood_norm,svi_norm,infrastructure_norm,coverage_norm,score
48201323300,Harris County,0.9681,3070,29.6871648,-95.2011254,10.666666666666666,"Morgans Point, TX",11.0,0.0,0.0,,0.8641975308641976,0.0,0.0,0.0,0.4320987654320988,0.9686812087252351,0.0,0.16992932886313794,0.5020417399483288
48201233103,Harris County,0.9539,5139,29.7764643,-95.1762714,10.666666666666666,"Morgans Point, TX",11.0,0.0,0.0,,0.8641975308641976,0.0,0.0,0.0,0.4320987654320988,0.9544726836101661,0.0,0.20254408840476362,0.5010406583679707
48167720605,Galveston County,0.0963,1393,29.4500898,-95.1624231,34.0,"Eagle Point, TX",8.0,0.0,0.0,,0.9012345679012346,1.0,0.0,0.0,0.9506172839506173,0.09635781468881328,0.0,0.44334990922359385,0.5010201131067812
48167721204,Galveston County,0.1233,2908,29.5130603,-95.0697018,34.0,"Eagle Point, TX",11.0,0.0,0.0,,0.8641975308641976,1.0,0.0,0.0,0.9320987654320989,0.1233740244146488,0.0,0.44410562227326233,0.5008672139961654
48201252601,Harris County,0.9351,3547,29.7911155,-95.1159594,10.666666666666666,"Morgans Point, TX",12.0,0.0,0.0,,0.8518518518518519,0.0,0.0,0.0,0.425925925925926,0.9356613968381029,0.0,0.28043647073533534,0.5004087327916311
48167721501,Galveston County,0.0827,3474,29.543689,-95.0692948,34.0,"Eagle Point, TX",6.0,0.0,0.0,,0.9259259259259259,1.0,0.0,0.0,0.962962962962963,0.08274964978987392,0.0,0.4160351014447191,0.49976173841476745
48201233101,Harris County,0.9858,4620,29.7875298,-95.1793273,10.666666666666666,"Morgans Point, TX",15.0,0.0,0.0,,0.8148148148148149,0.0,0.0,0.0,0.40740740740740744,0.9863918351010607,0.0,0.2046416648048595,0.4997150503441375
48201320800,Harris County,0.9839,4804,29.6598065,-95.2410022,10.666666666666666,"Morgans Point, TX",13.0,0.0,0.0,,0.8395061728395061,0.0,0.0,0.0,0.41975308641975306,0.98449069441665,0.0,0.14472751838290468,0.49870884905217433
48201323000,Harris County,0.982,7169,29.6948991,-95.1919944,10.666666666666666,"Morgans Point, TX",14.0,0.0,0.0,,0.8271604938271605,0.0,0.0,0.0,0.41358024691358025,0.9825895537322393,0.0,0.17765625942485147,0.49865360317326807
48167721401,Galveston County,0.0723,2216,29.5298056,-95.062953,34.0,"Eagle Point, TX",6.0,0.0,0.0,,0.9259259259259259,1.0,0.0,0.0,0.962962962962963,0.07234340604362618,0.0,0.4346909183453909,0.49850544698096033
48201322100,Harris County,0.9854,4158,29.6862136,-95.2110294,10.666666666666666,"Morgans Point, TX",14.0,0.0,0.0,,0.8271604938271605,0.0,0.0,0.0,0.41358024691358025,0.9859915949569743,0.0,0.1587640366480379,0.4977849932630072
48201322200,Harris County,0.9606,1582,29.7048504,-95.2137873,10.666666666666666,"Morgans Point, TX",11.0,0.0,0.0,,0.8641975308641976,0.0,0.0,0.0,0.4320987654320988,0.9611767060236143,0.0,0.14794246658472754,0.4975917029100015
48201232304,Harris County,0.9799,7258,29.858073,-95.2225389,10.666666666666666,"Morgans Point, TX",16.0,0.0,0.0,,0.8024691358024691,0.0,0.0,0.0,0.4012345679012346,0.9804882929757855,0.0,0.22400608393454294,0.49710265184174557
48201323802,Harris County,0.9656,4969,29.673244,-95.1791015,10.666666666666666,"Morgans Point, TX",14.0,0.0,0.0,,0.8271604938271605,0.0,0.0,0.0,0.41358024691358025,0.9661797078246949,0.0,0.20258140964524263,0.4962231644230438
48201233400,Harris County,0.9744,2662,29.7708371,-95.2453025,10.666666666666666,"Morgans Point, TX",12.0,0.0,0.0,,0.8518518518518519,0.0,0.0,0.0,0.425925925925926,0.9749849909945969,0.0,0.1200574616517929,0.49616791013022504
48167725300,Galveston County,0.4452,2038,29.2861118,-94.8267611,18.0,"Galveston Pier 21, TX",8.0,0.0,0.0,,0.9012345679012346,0.3142857142857143,0.0,0.0,0.6077601410934744,0.4454672803682209,0.0,0.8885956036471533,0.49599180796724507
48201321500,Harris County,0.9753,2601,29.665047,-95.2118806,10.666666666666666,"Morgans Point, TX",14.0,0.0,0.0,,0.8271604938271605,0.0,0.0,0.0,0.41358024691358025,0.9758855313187913,0.0,0.1706936904688821,0.4959461395536367
