tract_id,COUNTY,svi,population,lat,lon,flood_days,nearest_station,elevation_m,infra_count,flood_days_norm,svi_norm,low_lying_norm,infrastructure_norm,coverage_norm,score
13051004212,Chatham County,0.5534,5559,31.9696272,-81.1616966,14.333333333333334,"Fort Pulaski, GA",16.0,25,1.0,0.5555783850421203,0.5909090909090908,0.15527950310559005,0.05776524182441293,0.5230146924336432
13179010401,Liberty County,0.5779,2383,31.8529765,-81.5143949,14.333333333333334,"Fort Pulaski, GA",16.0,0,1.0,0.5807478939798643,0.5909090909090908,0.0,0.17528013276804733,0.5190251087434913
13179010205,Liberty County,0.7899,6092,31.8320324,-81.6273559,14.333333333333334,"Fort Pulaski, GA",30.0,21,1.0,0.7985411958085064,0.2727272727272727,0.13043478260869565,0.2553000057289666,0.5164757585249347
13103030309,Effingham County,0.4829,4513,32.3000993,-81.1753538,14.333333333333334,"Fort Pulaski, GA",14.0,0,1.0,0.4831518389151428,0.6363636363636364,0.0,0.289405367901895,0.5147951793738232
13179010503,Liberty County,0.5711,3008,31.8249997,-81.4133457,14.333333333333334,"Fort Pulaski, GA",17.0,7,1.0,0.5737620710910212,0.5681818181818181,0.043478260869565216,0.12556156857580084,0.5116610627698667
13127000406,Glynn County,0.5617,6435,31.245488,-81.5570965,9.333333333333334,"Fernandina Beach, FL",1.0,4,0.0,0.5641051982740907,0.9318181818181819,0.024844720496894408,0.5886339911789098,0.511367121220107
13051010815,Chatham County,0.2375,2244,32.009617,-81.2292723,14.333333333333334,"Fort Pulaski, GA",7.0,49,1.0,0.23104581877953562,0.7954545454545454,0.30434782608695654,0.04865265419901414,0.5084675486031691
13179010501,Liberty County,0.4318,3870,31.7186561,-81.2671179,14.333333333333334,"Fort Pulaski, GA",11.0,1,1.0,0.43065543455927674,0.7045454545454546,0.006211180124223602,0.16293783359758293,0.5077857271098112
13051010603,Chatham County,0.6243,2459,32.1041299,-81.1810517,14.333333333333334,"Fort Pulaski, GA",20.0,4,1.0,0.6284158619272652,0.5,0.024844720496894408,0.13310360845884237,0.505561827498598
13039010100,Camden County,0.5203,2662,31.0360668,-81.7224784,9.333333333333334,"Fernandina Beach, FL",4.0,8,0.0,0.5215738648037805,0.8636363636363636,0.049689440993788817,0.7916521044329048,0.502181695124402
13029920101,Bryan County,0.6114,5033,32.1800181,-81.4767191,14.333333333333334,"Fort Pulaski, GA",28.0,52,1.0,0.6151633449763715,0.31818181818181823,0.32298136645962733,0.23606636291935879,0.502057390208337
13127000405,Glynn County,0.7074,2281,31.2385719,-81.470864,9.333333333333334,"Fernandina Beach, FL",10.0,13,0.0,0.7137867269365112,0.7272727272727273,0.08074534161490683,0.5760362196207252,0.5020332594670801
13051003000,Chatham County,0.1472,1924,32.0444057,-81.085655,14.333333333333334,"Fort Pulaski, GA",9.0,74,1.0,0.1382782001232792,0.75,0.45962732919254656,0.1346340961567158,0.4988909690315373
13103030401,Effingham County,0.3066,5215,32.1725485,-81.3849415,14.333333333333334,"Fort Pulaski, GA",8.0,5,1.0,0.30203410725292784,0.7727272727272727,0.031055900621118012,0.19795338956218786,0.49688213804344666
13051011110,Chatham County,0.1968,1646,31.9751474,-80.9006411,14.333333333333334,"Fort Pulaski, GA",3.0,0,1.0,0.18923361413601808,0.8863636363636364,0.0,0.2362651524366226,0.4963056903935586
13051011113,Chatham County,0.1202,4124,31.9732263,-80.9724603,14.333333333333334,"Fort Pulaski, GA",-1.0,0,1.0,0.11054037394698993,0.9772727272727273,0.0,0.18649267263694927,0.49499319762961
13127000602,Glynn County,0.3764,1502,31.2133935,-81.5366684,9.333333333333334,"Fernandina Beach, FL",0.0,33,0.0,0.37374152455311277,0.9545454545454546,0.20496894409937888,0.6088509592114455,0.4901165312656216
13051010704,Chatham County,0.2141,5694,32.1426895,-81.2449945,14.333333333333334,"Fort Pulaski, GA",8.0,32,1.0,0.2070063694267516,0.7727272727272727,0.19875776397515527,0.15481550738252878,0.4892153079807334
13191110103,McIntosh County,0.1529,1518,31.5804214,-81.2844327,14.333333333333334,"Fort Pulaski, GA",3.0,0,1.0,0.14413396342716253,0.8863636363636364,0.0,0.2769224006492114,0.4868415200021608
