lat,lon,elevation_m
29.862197,-95.6324332,36.0
30.0771931,-95.8554199,81.0
29.9610718,-95.2772815,26.0
29.7770812,-95.5388154,27.0
29.8906515,-95.1693923,20.0
30.0061995,-95.5751032,49.0
29.9588406,-95.589254,41.0
29.9567545,-95.6135219,46.0
30.0122897,-95.2792805,35.0
30.0346082,-95.1886074,26.0
29.7407161,-95.5987278,29.0
29.9132313,-95.6088331,41.0
29.6588158,-95.0784324,9.0
29.9427007,-95.496592,38.0
29.6430472,-95.1519622,12.0
29.9248033,-95.5937346,37.0
29.6974479,-95.4423158,21.0
29.743152,-95.5786091,29.0
29.7267574,-95.3682096,17.0
29.7474047,-95.6270511,31.0
30.0272748,-95.3003066,37.0
30.0325647,-95.5932037,49.0
29.7444334,-95.6370778,30.0
29.715347,-95.6704755,30.0
29.6919314,-95.3978089,19.0
29.7505376,-95.621921,30.0
29.8721091,-95.7107909,45.0
29.6406328,-95.1261843,8.0
29.9298646,-95.5565503,39.0
30.0968234,-95.4685384,48.0
30.0384045,-95.3889323,43.0
29.9754278,-95.5770636,46.0
29.9234939,-95.6188028,42.0
29.7405491,-95.4988604,25.0
29.7364815,-95.4641258,23.0
29.5430634,-95.2097728,12.0
29.7454505,-95.6690868,29.0
29.8387065,-95.800019,47.0
29.8209048,-95.7145336,38.0
30.0238653,-95.3170674,36.0
29.6399305,-95.1873105,13.0
29.8271285,-95.4528622,25.0
29.9793584,-95.4147413,33.0
29.7681348,-95.632999,31.0
29.745188,-95.5037723,24.0
29.7361643,-95.3764282,22.0
30.0550828,-95.447725,43.0
29.745855,-95.4654037,21.0
29.6133268,-95.1398275,9.0
30.0029583,-95.5883784,44.0
29.8537562,-95.6574109,42.0
29.5614395,-95.0375896,11.0
29.75982,-95.5680076,30.0
29.9089598,-95.708362,43.0
30.0011721,-95.1425237,29.0
29.7441598,-95.5356583,28.0
29.9945434,-95.5178223,44.0
30.0147192,-95.4097904,34.0
29.8070404,-95.3653598,23.0
30.0577974,-95.223459,31.0
29.7759823,-95.4847472,29.0
29.88497,-95.6594957,42.0
29.7412332,-95.6211734,30.0
29.857098,-95.6131462,37.0
29.9380579,-95.6157981,41.0
29.7525284,-95.3436349,17.0
29.7366033,-95.3940763,21.0
29.7993191,-95.4967336,25.0
29.9937663,-95.5061963,40.0
29.9082834,-95.0972575,19.0
29.8239135,-95.725545,43.0
29.7950372,-95.4256842,24.0
30.0560607,-95.3374648,39.0
29.8722427,-95.6878599,39.0
29.7601723,-95.6223627,31.0
29.9849665,-95.1866776,35.0
29.7479826,-95.4590542,22.0
29.8277109,-95.515963,30.0
30.0351908,-95.3443265,37.0
30.0808776,-95.1912368,27.0
29.6860043,-95.102856,9.0
29.6589549,-95.2992029,18.0
29.8833074,-95.5366596,39.0
30.074519,-95.6557622,55.0
29.7994395,-95.4435741,23.0
29.7802489,-95.4638738,27.0
29.9203668,-95.2654855,25.0
29.764816,-95.4842774,26.0
29.6973737,-95.1005422,12.0
30.037378,-95.4753518,39.0
29.6581158,-95.0553648,8.0
29.6611026,-95.47013,23.0
29.7936124,-95.7642913,42.0
29.9448636,-95.5965247,46.0
29.7422384,-95.38543,18.0
29.9688045,-95.2133443,26.0
29.9034698,-95.5860688,36.0
29.5828801,-95.2248554,13.0
29.5814929,-95.1438192,10.0
29.6965548,-95.4043924,20.0
29.7709259,-95.6163028,33.0
29.5758631,-95.1312524,11.0
29.7732999,-95.6099354,33.0
29.7347268,-95.5783081,29.0
29.8702618,-95.726161,45.0
29.9888114,-95.1692973,24.0
30.0311806,-95.583542,53.0
29.7146857,-95.3646164,17.0
29.9759575,-95.5301385,43.0
30.0886061,-95.5465971,46.0
30.0019366,-95.4947839,43.0
29.7564318,-95.4041075,21.0
29.6886576,-95.4100413,16.0
29.8147304,-95.7618657,40.0
29.6620014,-95.4846575,23.0
29.5997387,-95.1142661,13.0
29.6056093,-95.0982475,6.0
29.7288262,-95.472348,25.0
29.7417968,-95.6111916,31.0
29.6509447,-95.5411795,24.0
30.0032624,-95.1784012,30.0
29.6945254,-95.3831759,17.0
29.9862036,-95.5368629,40.0
29.7295833,-95.4646225,30.0
29.7526509,-95.5599479,24.0
29.7152475,-95.3523898,21.0
29.5711616,-95.2453882,17.0
29.9708756,-95.506244,44.0
29.8886309,-95.708718,44.0
30.0354861,-95.236521,39.0
29.7763851,-95.4703505,27.0
29.7957877,-95.383124,20.0
29.8896332,-95.6337961,39.0
30.0021659,-95.5646443,46.0
29.569193,-95.1406139,13.0
29.837111,-95.7106044,42.0
29.9282187,-95.6804977,46.0
29.6983131,-95.4189449,22.0
29.8245117,-95.4376743,31.0
30.0584637,-95.4162491,36.0
29.6991945,-95.4246003,21.0
29.825727,-95.6982359,40.0
30.0542151,-95.1976783,28.0
29.7712949,-95.7603187,43.0
29.754609,-95.4842534,23.0
29.7405008,-95.4146969,24.0
29.8161831,-95.424873,26.0
29.7413902,-95.3937139,21.0
30.0430149,-95.5102012,42.0
29.784318,-95.3924239,27.0
30.077085,-95.4518284,47.0
29.8583282,-95.7371666,44.0
29.7663846,-95.3513042,5.0
30.0770221,-95.5344217,49.0
29.8044932,-95.7125097,36.0
29.7710447,-95.3873012,24.0
29.968714,-95.2072885,30.0
29.7442275,-95.478412,25.0
29.7057466,-95.4136689,19.0
29.5814459,-95.112162,9.0
29.5414881,-95.184377,11.0
29.7772428,-95.5669287,31.0
29.7420701,-95.5651151,29.0
29.743985,-95.4725696,28.0
29.7503923,-95.4140675,22.0
29.9152568,-95.5627546,39.0
29.8939622,-95.5409747,37.0
29.6872016,-95.397622,19.0
29.762792,-95.4038229,17.0
29.6575147,-95.4559003,25.0
29.7798455,-95.5191678,28.0
30.0555703,-95.3649226,31.0
30.1260677,-95.5366034,49.0
29.9421567,-95.1870929,27.0
29.9421382,-95.2416308,26.0
29.7266021,-95.3929645,21.0
29.7092496,-95.4082503,21.0
29.9123378,-95.6592289,44.0
29.7154848,-95.0709877,9.0
29.7637449,-95.7442006,38.0
29.685661,-95.4808616,25.0
29.5935324,-95.1253776,11.0
29.7364644,-95.4049911,21.0
30.0140464,-95.1517558,23.0
30.0214429,-95.4664935,39.0
29.7579315,-95.5432078,33.0
29.5268563,-95.1859865,13.0
30.0225516,-95.1622602,27.0
29.7786592,-95.6346705,30.0
29.7031646,-95.420566,21.0
29.846971,-95.6308828,40.0
29.9232994,-95.640396,43.0
29.7345889,-95.4240654,20.0
29.9183115,-95.5761904,35.0
30.0563112,-95.1716075,30.0
29.9240272,-95.2283317,30.0
29.7264326,-95.4380232,24.0
29.8249634,-95.7395737,43.0
29.77607,-95.5529434,26.0
29.6983955,-95.4327891,20.0
29.7135,-95.453667,24.0
29.7353929,-95.4329529,21.0
30.0424343,-95.4426933,37.0
29.7582959,-95.693914,31.0
29.835942,-95.6796105,41.0
29.7693835,-95.3710269,15.0
29.7861896,-95.434341,20.0
29.74453,-95.3777657,18.0
29.9554647,-95.194833,23.0
29.6471554,-95.2762041,13.0
29.8128248,-95.7272176,42.0
29.7217905,-95.3845987,19.0
29.744466,-95.4839917,23.0
29.7629255,-95.7590016,39.0
29.8894857,-95.6244446,42.0
29.838057,-95.4534791,27.0
30.0537697,-95.5753629,57.0
29.9895398,-95.1527245,22.0
30.058696,-95.7296478,61.0
29.9625309,-95.5216718,51.0
29.7245732,-95.4533877,23.0
30.1119553,-95.6321573,68.0
29.7972613,-95.4054495,24.0
29.9619098,-95.5989319,47.0
29.7436384,-95.4905071,25.0
30.147498,-95.5291406,55.0
29.8864369,-95.676694,44.0
29.7799704,-95.7650418,43.0
29.7532214,-95.7296887,38.0
29.8081903,-95.427545,23.0
29.8876004,-95.7004083,44.0
29.7346838,-95.4762155,21.0
29.7086859,-95.4354835,21.0
30.0845763,-95.4264834,43.0
29.7493804,-95.3778889,17.0
30.0615711,-95.5594272,53.0
29.7434743,-95.3511272,11.0
29.7868983,-95.3824843,19.0
29.8098912,-95.605573,30.0
30.070044,-95.5211691,42.0
30.1234693,-95.5170643,49.0
29.7436083,-95.481055,24.0
29.7328602,-95.3980506,18.0
29.9004533,-95.5761553,37.0
29.7556182,-95.4252556,22.0
29.8636612,-95.6577721,36.0
29.7062143,-95.3820336,17.0
29.762179,-95.365248,22.0
29.894142,-95.6624018,43.0
30.1074172,-95.6076922,57.0
30.028144,-95.497809,43.0
30.0530825,-95.5008906,43.0
30.0460218,-95.462355,40.0
29.744645,-95.4330815,25.0
30.0980671,-95.1595942,28.0
29.7481455,-95.5965344,29.0
29.7874536,-95.6688113,35.0
29.7820395,-95.6142151,30.0
29.7215371,-95.4107135,24.0
29.7824771,-95.377939,16.0
29.7922757,-95.4604356,25.0
29.7954445,-95.4339739,24.0
29.7652693,-95.7249311,38.0
30.0371605,-95.6531192,53.0
29.7491,-95.3850823,17.0
29.6832036,-95.3862954,16.0
29.9346572,-95.773155,49.0
29.7973995,-95.3935238,22.0
30.0146297,-95.6149184,50.0
29.8879039,-95.7149188,43.0
29.7346933,-95.4146908,19.0
30.0658735,-95.1752915,28.0
29.713242,-95.4654299,21.0
29.6713977,-95.4847512,23.0
30.003665,-95.618923,44.0
29.7548997,-95.3821568,21.0
30.0975632,-95.520548,52.0
29.7792596,-95.5795765,34.0
29.7842247,-95.4037969,20.0
29.6722815,-95.4691967,20.0
29.7713829,-95.4386021,15.0
29.7644379,-95.3879622,17.0
29.7607793,-95.4191067,18.0
30.0726664,-95.1832132,31.0
29.9630637,-95.1583943,30.0
29.7149457,-95.4441139,19.0
29.7716569,-95.7090582,38.0
29.7528957,-95.5501778,34.0
29.7431037,-95.3699612,19.0
30.0103359,-95.5551434,45.0
29.7567464,-95.4704788,26.0
30.0851921,-95.4057872,48.0
29.8042125,-95.4172883,22.0
29.9373826,-95.1037491,30.0
30.047138,-95.1440815,29.0
29.7538102,-95.4905097,25.0
29.7381671,-95.4385028,26.0
29.7289065,-95.4018496,20.0
29.7422707,-95.5481493,29.0
29.7330676,-95.4394595,26.0
30.0369524,-95.5207019,46.0
29.7447248,-95.7173589,30.0
29.8251751,-95.4199886,30.0
29.7592653,-95.3906778,19.0
29.974321,-95.6143116,47.0
29.7548337,-95.5970018,28.0
29.977581,-95.640576,45.0
29.7491032,-95.3923612,21.0
29.7530335,-95.4529919,27.0
29.8888536,-95.6490812,39.0
29.7402797,-95.4243669,19.0
29.9007008,-95.6518575,44.0
29.7161946,-95.4352661,17.0
29.7899543,-95.501186,27.0
29.7439794,-95.4530532,23.0
29.7801047,-95.703999,32.0
29.8086883,-95.3903678,23.0
29.7562729,-95.4799066,25.0
29.7528951,-95.4981534,24.0
29.9890785,-95.5943404,45.0
29.774322,-95.4175569,20.0
29.7157544,-95.4241774,20.0
30.0135715,-95.714333,51.0
30.003513,-95.6730825,51.0
30.062073,-95.4871411,46.0
30.0319375,-95.5416941,51.0
29.7355709,-95.4447356,23.0
29.7406837,-95.4050252,23.0
29.685316,-95.4330005,22.0
29.7666964,-95.4167219,24.0
29.7726912,-95.4980795,26.0
29.6973396,-95.469108,24.0
29.7667791,-95.5828997,26.0
29.684459,-95.4692251,22.0
29.7550071,-95.3918669,19.0
30.0216841,-95.5602832,46.0
29.7475136,-95.4063924,24.0
29.7474979,-95.398717,22.0
29.725801,-95.3830479,18.0
29.9862557,-95.7131058,48.0
29.8862932,-95.5645662,36.0
29.947897,-95.7035418,46.0
30.0004953,-95.7489515,58.0
29.8083233,-95.4058178,25.0
30.0372701,-95.5754111,54.0
29.780896,-95.4210644,21.0
29.7738473,-95.403195,21.0
29.9018874,-95.5603739,38.0
30.067281,-95.460054,45.0
29.8273234,-95.7109839,41.0
29.762256,-95.4622848,26.0
29.7662531,-95.7712394,42.0
29.7960562,-95.4162184,23.0
29.9887021,-95.6857695,48.0
29.7647541,-95.5317578,36.0
29.7682184,-95.4037047,22.0
29.6981361,-95.4532887,24.0
29.9245088,-95.6618455,43.0
30.0607645,-95.5315089,51.0
30.021634,-95.5443711,44.0
30.0274335,-95.6238958,53.0
29.9707487,-95.1906465,34.0
29.9713163,-95.6695965,50.0
30.005473,-95.601681,47.0
29.735475,-95.453745,27.0
29.8357787,-95.435762,33.0
29.9381563,-95.6709551,49.0
29.8383069,-95.5863003,35.0
30.0017798,-95.5417573,45.0
29.7565146,-95.5154397,32.0
30.009967,-95.740363,60.0
29.9020348,-95.6764308,41.0
29.9897522,-95.6389888,48.0
29.9597961,-95.653965,49.0
29.956583,-95.7461191,51.0
30.0786071,-95.5810113,51.0
30.1348325,-95.5687953,63.0
30.059152,-95.5981573,54.0
30.0131548,-95.7659789,58.0
30.0099953,-95.6608637,60.0
